Serial No,Time(ms),Accel_X,Accel_Y,Accel_Z,Gyro_X,Gyro_Y,Gyro_Z,Temp(C),Diff_Accel_X,Diff_Accel_Y,Diff_Accel_Z,Diff_Gyro_X,Diff_Gyro_Y,Diff_Gyro_Z,Diff_Mag_Gyro,Diff_Mag_Accel,Magnitude_Accel,Magnitude_Gyro,Column 1,Column 2,ON/ OFF signal from Acclerometer,ON/OFF signal from Gyro,First Input,Final Output
470,100607,-2.5,-0.88,11.08,0.01,-0.2,0.63,33.37,0.0091,0.00975,0.0016,0.0021,0.0008,0.0084,0.466858682,0.37310662,1.59257653,0.661059755,1,1,1,1,1,
471,100811,1.04,2.87,10.27,0.19,-0.08,1.18,33.38,0.0177,0.01875,0.00405,0.0009,0.0006,0.00275,0.53681336,0.678501675,0.914074855,1.197873115,1,1,1,1,1,
472,101015,2.88,0.28,10.37,0.01,0.01,-0.1,33.37,0.0092,0.01295,0.0005,0.0009,0.00045,0.0064,1.096878066,0.052061871,0.966136726,0.100995049,1,1,1,1,1,
473,101219,3.18,-0.52,10.67,-0.03,0.03,0.24,33.39,0.0015,0.004,0.0015,0.0002,0.0001,0.0017,0.142726103,0.379790782,1.345927507,0.243721152,1,1,1,1,1,
474,101423,3.57,-2.22,10.09,-0.28,0.1,-0.81,33.38,0.00195,0.0085,0.0029,0.00125,0.00035,0.00525,0.619122982,0.21517273,1.130754777,0.862844134,1,1,1,1,1,
475,105911,1.42,-1.13,10.86,0.01,0.13,-0.34,33.39,0.01075,0.00545,0.00385,0.00145,0.00015,0.00235,0.498701305,0.079826497,1.210581274,0.364142829,1,1,1,1,1,
476,106115,2.04,-2.39,10.51,-0.1,-0.08,-0.38,33.39,0.0031,0.0063,0.00175,0.00055,0.00105,0.0002,0.036855924,0.040904889,1.169676385,0.400998753,1,1,1,1,1,
477,106319,0.97,-2,10.9,-0.34,-0.14,-0.64,33.38,0.00535,0.00195,0.00195,0.0012,0.0003,0.0013,0.33710693,0.154661797,1.324338183,0.738105683,1,1,1,1,1,
478,106523,-0.91,-0.08,10.79,-0.14,-0.18,0.11,33.4,0.0094,0.0096,0.00055,0.001,0.0002,0.00375,0.484925905,0.295737165,1.028601018,0.253179778,1,1,1,1,1,
479,106727,0.68,1.68,10.65,0.01,0,0.52,33.39,0.00795,0.0088,0.0007,0.00075,0.0009,0.00205,0.266916367,0.025485726,1.003115291,0.520096145,1,1,1,1,1,
480,106931,1.42,2.23,10.47,0.06,0.08,0.55,33.39,0.0037,0.00275,0.0009,0.00025,0.0004,0.00015,0.038920849,0.004495009,0.998620282,0.559016994,1,1,1,1,1,
481,107135,2.12,-0.36,10.53,0.02,0.18,0.25,33.39,0.0035,0.01295,0.0003,0.0002,0.0005,0.0015,0.250310014,0.051299686,0.947320596,0.308706981,1,1,1,1,1,
482,107339,2.94,-3.51,10.49,-0.15,0,-0.85,33.39,0.0041,0.01575,0.0002,0.00085,0.0009,0.0055,0.554426844,0.698368549,1.645689145,0.863133825,1,1,1,1,1,
483,107543,-0.08,-1.63,10.91,-0.37,-0.22,-1.05,33.41,0.0151,0.0094,0.0021,0.0011,0.0011,0.001,0.271678935,0.414306639,1.231382506,1.13481276,1,1,1,1,1,
484,107747,0.07,-0.66,10.76,-0.14,-0.1,-0.04,33.4,0.00075,0.00485,0.00075,0.00115,0.0006,0.00505,0.958177543,0.250932608,0.980449898,0.176635217,1,1,1,1,1,
485,107951,0.53,2.07,10.64,0.02,0.03,0.48,33.4,0.0023,0.01365,0.0006,0.0008,0.00065,0.0026,0.304717045,0.071987616,1.052437514,0.481352262,1,1,1,1,1,
486,108155,0.22,2.94,10.76,-0.05,0.2,-0.33,33.4,0.00155,0.00435,0.0006,0.00035,0.00085,0.00405,0.092250733,0.304156948,1.356594462,0.389101529,1,1,1,1,1,
487,108359,2.85,-4.09,11,0.16,0.1,0.04,33.39,0.01315,0.03515,0.0012,0.00105,0.0005,0.00185,0.196228514,0.920267713,2.276862175,0.192873015,1,1,1,1,1,
488,108563,2.28,-2.34,10.65,-0.3,-0.15,-0.7,33.39,0.00285,0.00875,0.00175,0.0023,0.00125,0.0037,0.58333572,0.937001314,1.339860861,0.776208735,1,1,1,1,1,
489,108767,0.01,-1.2,10.84,-0.29,-0.27,-0.19,33.39,0.01135,0.0057,0.00095,0.00005,0.0006,0.00255,0.336777284,0.233637867,1.106222994,0.439431451,1,1,1,1,1,
490,108971,0.71,4.36,10.54,-0.01,0,0.38,33.4,0.0035,0.0278,0.0015,0.0014,0.00135,0.00285,0.059299895,0.522044591,1.628267585,0.380131556,1,1,1,1,1,
491,109175,-0.23,2.32,10.7,-0.12,0.15,-0.43,33.39,0.0047,0.0102,0.0008,0.00055,0.00075,0.00405,0.090824917,0.477226539,1.151041046,0.470956474,1,1,1,1,1,
492,109379,1.13,-2.11,11.03,0.17,0.41,-0.86,33.4,0.0068,0.02215,0.00165,0.00145,0.0013,0.00215,0.496824493,0.335672381,1.486713428,0.967780967,1,1,1,1,1,
493,109583,-0.97,-2.94,10.82,0.03,0.06,1.28,33.4,0.0105,0.00415,0.00105,0.0007,0.00175,0.0107,0.31397564,0.032518654,1.454194774,1.281756607,1,1,1,1,1,
494,109787,1.04,-2.18,10.66,-0.2,-0.15,1.27,33.39,0.01005,0.0038,0.0008,0.00115,0.00105,0.00005,0.012615828,0.323979771,1.130215002,1.294372435,1,1,1,1,1,
495,109991,1.07,-1.6,9.46,0.29,-0.52,2.23,33.41,0.00015,0.0029,0.006,0.00245,0.00185,0.0048,1.01374368,1.276381567,-0.146166565,2.308116115,1,1,1,1,1,
496,110195,4.47,3.55,10.28,-0.23,0.05,-0.11,33.4,0.017,0.02575,0.0041,0.0026,0.00285,0.0117,2.048308494,2.104644357,1.958477793,0.259807621,1,1,1,1,1,
497,110399,0.55,2.12,10.98,0.01,0.04,-0.2,33.4,0.0196,0.00715,0.0035,0.0012,0.00005,0.00045,0.055601843,0.562170366,1.396307427,0.204205779,1,1,1,1,1,
498,110603,3.87,0.6,10.51,0.05,-0.07,0.24,33.4,0.0166,0.0076,0.00235,0.0002,0.00055,0.0022,0.050745197,0.01961875,1.415926177,0.254950976,1,1,1,1,1,
499,110807,4.63,-1.12,10.67,-0.26,-0.19,-1.41,33.4,0.0038,0.0086,0.0008,0.00155,0.0006,0.00825,1.191354663,0.469115543,1.88504172,1.446305639,1,1,1,1,1,
500,111011,2.17,-2.36,11.07,-0.66,0.37,-1.55,33.4,0.0123,0.0062,0.002,0.002,0.0028,0.0007,0.278513193,0.16013825,1.72490347,1.724818831,1,1,1,1,1,
501,111215,-1.95,-0.96,11.44,-0.36,-0.32,-1.07,33.39,0.0206,0.007,0.00185,0.0015,0.00345,0.0024,0.551405008,0.119739075,1.844642545,1.173413823,1,1,1,1,1,
502,111419,-0.7,1.67,10.6,-0.08,0.01,0.23,33.4,0.00625,0.01315,0.0042,0.0014,0.00165,0.0065,0.929692671,0.891089644,0.953552901,0.243721152,1,1,1,1,1,
503,111623,0.64,-0.38,11.13,0.13,0.35,-0.15,33.41,0.0067,0.01025,0.00265,0.00105,0.0017,0.0019,0.158646839,0.401307026,1.354859927,0.402367991,1,1,1,1,1,
504,111827,0.43,-2.27,10.89,0.07,0.22,0.64,33.39,0.00105,0.00945,0.0012,0.0003,0.00065,0.00395,0.277999557,0.02247923,1.332380698,0.680367548,1,1,1,1,1,
505,112031,1.85,-2.1,10.61,-0.07,-0.13,1.34,33.41,0.0071,0.00085,0.0014,0.0007,0.00175,0.0035,0.66774224,0.159477709,1.172902989,1.348109788,1,1,1,1,1,
506,112235,2.02,-1.72,10.07,0.13,-0.45,1.32,33.4,0.00085,0.0019,0.0027,0.001,0.0016,0.0001,0.052532922,0.559272498,0.613630491,1.40064271,1,1,1,1,1,
507,112439,3.66,0.43,10.44,-0.26,0.08,0.46,33.4,0.0082,0.01075,0.00185,0.00195,0.00265,0.0043,0.866227141,0.65768831,1.271318801,0.534415569,1,1,1,1,1,
508,112643,2.35,3.63,9.99,-0.13,0.09,0.07,33.4,0.00655,0.016,0.00225,0.00065,0.00005,0.00195,0.361499404,0.185571239,1.085747563,0.172916165,1,1,1,1,1,
509,112847,0.77,1.1,10.75,0.11,0.06,-0.15,33.41,0.0079,0.01265,0.0038,0.0012,0.00015,0.0011,0.022532038,0.052216283,1.03353128,0.195448203,1,1,1,1,1,
510,113051,5.8,-0.24,10.45,0.11,-0.01,0.57,33.4,0.02515,0.0067,0.0015,0,0.00035,0.0036,0.385154932,1.120551704,2.154082984,0.580603135,1,1,1,1,1,
511,113255,3.05,-3.67,10.7,-0.29,-0.3,-1.54,33.41,0.01375,0.01715,0.00125,0.002,0.00145,0.01055,1.014921857,0.238221941,1.915861044,1.595524992,1,1,1,1,1,
512,113459,1.6,-2.06,10.29,-0.68,0.27,-2.08,33.4,0.00725,0.00805,0.00205,0.00195,0.00285,0.0027,0.609401311,1.100414751,0.815446293,2.204926303,1,1,1,1,1,
513,113663,-3.06,0.37,11.03,-0.22,-0.22,-0.75,33.4,0.0233,0.01215,0.0037,0.0023,0.00245,0.00665,1.392953397,0.837125471,1.652571764,0.811972906,1,1,1,1,1,
514,113867,-0.62,1.78,10.79,-0.12,0.07,-0.25,33.4,0.0122,0.00705,0.0012,0.0005,0.00145,0.0025,0.525965913,0.49917503,1.153396733,0.286006993,1,1,1,1,1,
515,114071,0.86,-0.72,11.13,0.12,0.3,-0.11,33.4,0.0074,0.0125,0.0017,0.0012,0.00115,0.0007,0.05531397,0.232974439,1.386371172,0.341320963,1,1,1,1,1,
516,114275,-0.17,-2.88,10.7,-0.01,0.05,-0.13,33.4,0.00515,0.0108,0.00215,0.00065,0.00125,0.0001,0.201678563,0.104254948,1.282116224,0.1396424,1,1,1,1,1,
517,114479,4.95,-1.68,10.39,-0.17,-0.15,0.7,33.4,0.0256,0.006,0.00155,0.0008,0.001,0.00415,0.596156485,0.548747888,1.830864112,0.735798886,1,1,1,1,1,
518,114683,1.49,1.32,11.22,-0.33,-0.28,-0.65,33.4,0.0173,0.015,0.00415,0.0008,0.00065,0.00675,0.045098035,0.235650205,1.595213908,0.78089692,1,1,1,1,1,
519,114887,-1.65,2.14,10.91,-0.23,-0.02,-0.63,33.39,0.0157,0.0041,0.00155,0.0005,0.0013,0.0001,0.109927472,0.155543094,1.439670814,0.670969448,1,1,1,1,1,
520,115091,-0.34,-0.77,11.12,0.01,0.1,-0.34,33.39,0.00655,0.01455,0.00105,0.0012,0.0006,0.00145,0.31642749,0.087859302,1.351811512,0.354541958,1,1,1,1,1,
521,115295,0.72,-1.95,11.17,0.06,0.36,0.25,33.39,0.0053,0.0059,0.00025,0.00025,0.0013,0.00295,0.087837969,0.209957716,1.561769228,0.442379927,1,1,1,1,1,
522,115499,3.5,-1.16,10.61,-0.08,0.03,0.85,33.39,0.0139,0.00395,0.0028,0.0007,0.00165,0.003,0.411903398,0.1293296,1.432439628,0.854283325,1,1,1,1,1,
523,115703,2.22,-1.74,10.42,-0.35,-0.25,-0.2,33.39,0.0064,0.0029,0.00095,0.00135,0.0014,0.00525,0.379941676,0.437422259,0.995017369,0.474341649,1,1,1,1,1,
524,115907,-0.1,0.27,10.65,-0.17,-0.19,-0.04,33.39,0.0116,0.01005,0.00115,0.0009,0.0003,0.0008,0.216271891,0.141126061,0.853891308,0.258069758,1,1,1,1,1,
525,116111,-1.54,2.05,10.95,-0.05,0.21,0.21,33.38,0.0072,0.0089,0.0015,0.0006,0.002,0.00125,0.043094649,0.592290266,1.446181574,0.301164407,1,1,1,1,1,
526,116315,1.79,0.58,10.92,0.15,0.25,0.65,33.4,0.01665,0.00735,0.00015,0.001,0.0002,0.0022,0.411225936,0.165256523,1.280925052,0.712390342,1,1,1,1,1,
527,116519,3.37,-3.49,10.62,0,0.03,0.29,33.39,0.0079,0.02035,0.0015,0.00075,0.0011,0.0018,0.420842748,0.594750518,1.875675569,0.291547595,1,1,1,1,1,
528,116723,2.57,-2.02,10.57,-0.3,-0.07,-0.56,33.39,0.004,0.00735,0.00025,0.0015,0.0005,0.00425,0.347592453,0.611761253,1.263914316,0.639140047,1,1,1,1,1,
529,116927,0.78,0.21,10.87,-0.26,-0.19,-0.31,33.4,0.00895,0.01115,0.0015,0.0002,0.0006,0.00125,0.192150114,0.163941839,1.099972477,0.446989933,1,1,1,1,1,
530,117131,0.09,1.27,10.64,-0.12,0.03,-0.03,33.39,0.00345,0.0053,0.00115,0.0007,0.0011,0.0014,0.319710712,0.184068409,0.915904068,0.127279221,1,1,1,1,1,
531,117335,0.83,1.14,10.77,-0.16,0.09,-0.36,33.4,0.0037,0.00065,0.00065,0.0002,0.0003,0.00165,0.276824726,0.146020255,1.061924323,0.404103947,1,1,1,1,1,
532,117539,1.16,-1.21,10.76,0.06,0.23,-0.16,33.41,0.00165,0.01175,5E-05,0.0011,0.0007,0.001,0.117572971,0.027855289,1.089779612,0.286530976,1,1,1,1,1,
533,117743,1.62,-1.65,10.83,0.07,0.05,0.24,33.4,0.0023,0.0022,0.00035,0.00005,0.0009,0.002,0.03158,0.184325318,1.27410493,0.254950976,1,1,1,1,1,
534,117947,2.69,-2.72,10.67,-0.22,-0.14,0.21,33.4,0.00535,0.00535,0.0008,0.00145,0.00095,0.00015,0.079862405,0.260946901,1.53505183,0.334813381,1,1,1,1,1,
535,118151,1.23,0.42,10.67,-0.17,-0.22,0.23,33.38,0.0073,0.0157,0,0.00025,0.0004,0.0001,0.02601899,0.586182122,0.948869708,0.360832371,1,1,1,1,1,
536,118355,1.2,2.78,10.3,-0.08,-0.06,-0.03,33.39,0.00015,0.0118,0.00185,0.00045,0.0008,0.0013,0.256429306,0.013023211,0.935846497,0.104403065,1,1,1,1,1,
537,118559,0.75,1.57,10.7,0.01,0.2,0.26,33.39,0.00225,0.00605,0.002,0.00045,0.0013,0.00145,0.223773717,0.10469777,1.040544267,0.328176782,1,1,1,1,1,
538,118763,2.01,-1.09,10.83,0.11,0.11,0.01,33.39,0.0063,0.0133,0.00065,0.0005,0.00045,0.00125,0.172292209,0.228200016,1.268744283,0.155884573,1,1,1,1,1,
539,118967,3.18,-3.25,10.29,-0.12,-0.1,-0.02,33.39,0.00585,0.0108,0.0027,0.00115,0.00105,0.00015,0.001595585,0.18110016,1.449844443,0.157480157,1,1,1,1,1,
540,119171,2.28,-1.26,10.78,-0.36,-0.19,-0.53,33.39,0.0045,0.00995,0.00245,0.0012,0.00045,0.00255,0.51080122,0.159560407,1.290284036,0.668281378,1,1,1,1,1,
541,119375,-0.4,1.33,10.98,-0.24,-0.3,-0.77,33.39,0.0134,0.01295,0.001,0.0006,0.00055,0.0012,0.192241719,0.022795613,1.267488423,0.860523097,1,1,1,1,1,
542,119579,1.02,1.53,10.47,-0.16,0.03,-0.25,33.4,0.0071,0.001,0.00255,0.0004,0.00165,0.0026,0.562194419,0.437239132,0.830249292,0.298328678,1,1,1,1,1,
543,119783,1.1,0.77,10.57,-0.09,0.21,0,33.4,0.0004,0.0038,0.0005,0.00035,0.0009,0.00125,0.069855485,0.024693224,0.854942515,0.228473193,1,1,1,1,1,
544,119987,2.11,-2.27,10.87,0.13,0.25,-0.15,33.39,0.00505,0.0152,0.0015,0.0011,0.0002,0.00075,0.090744601,0.648238453,1.503180968,0.319217794,1,1,1,1,1,
545,120191,2.83,-2.04,10.71,-0.18,-0.13,0.17,33.39,0.0036,0.00115,0.0008,0.00155,0.0019,0.0016,0.039575165,0.039318398,1.46386257,0.279642629,1,1,1,1,1,
546,120395,1.97,-1.09,10.5,-0.28,-0.27,-0.15,33.39,0.0043,0.00475,0.00105,0.0005,0.0007,0.0016,0.137250643,0.525194124,0.938668446,0.416893272,1,1,1,1,1,
547,120599,-0.74,2.63,10.82,-0.17,-0.03,-0.59,33.39,0.01355,0.0186,0.0016,0.00055,0.0012,0.0022,0.197842444,0.420941762,1.359610208,0.614735716,1,1,1,1,1,
548,120803,0.09,1.64,10.77,-0.11,0.04,-0.01,33.39,0.00415,0.00495,0.00025,0.0003,0.00035,0.0029,0.497262314,0.265088649,1.094521559,0.117473401,1,1,1,1,1,
549,121007,1.53,-0.79,10.72,0.05,0.33,-0.52,33.39,0.0072,0.01215,0.00025,0.0008,0.00145,0.00255,0.500426267,0.037109344,1.057412215,0.617899668,1,1,1,1,1,
550,121211,1.45,-3.53,10.75,0.02,0.28,0.64,33.39,0.0004,0.0137,0.00015,0.00015,0.00025,0.0058,0.08095654,0.54986178,1.607273995,0.698856208,1,1,1,1,1,
551,121415,1.66,-1.94,10.74,0.1,-0.08,1.99,33.4,0.00105,0.00795,5E-05,0.0004,0.0018,0.00675,1.295260137,0.367944305,1.23932969,1.994116346,1,1,1,1,1,
552,121619,2.26,-0.97,10.28,0.19,-0.33,1.74,33.41,0.003,0.00485,0.0023,0.00045,0.00125,0.00125,0.212936961,0.469235083,0.770094607,1.781179385,1,1,1,1,1,
553,121823,4.6,1.57,10.26,0.04,0.16,1.59,33.4,0.0117,0.0127,1E-04,0.00075,0.00245,0.00075,0.182648809,0.782988675,1.553083282,1.598530575,1,1,1,1,1,
554,122027,3.88,1.38,10.29,0.03,-0.13,0.94,33.4,0.0036,0.00095,0.00015,0.00005,0.00145,0.00325,0.649109699,0.269631653,1.283451628,0.949420876,1,1,1,1,1,
555,122231,5.11,-0.41,9.79,-0.22,0.04,-1.25,33.41,0.00615,0.00895,0.0025,0.00125,0.00085,0.01095,0.320421634,0.032465247,1.250986381,1.26984251,1,1,1,1,1,
556,122435,3.09,-4.23,10.43,-0.62,0.14,-3.71,33.41,0.0101,0.0191,0.0032,0.002,0.0005,0.0123,2.494211156,0.620598772,1.871585154,3.764053666,1,1,1,1,1,
557,122639,-0.26,-3.43,11.07,-0.41,-0.38,-2.46,33.41,0.01675,0.004,0.0032,0.00105,0.0026,0.00625,1.241336876,0.079458515,1.792126638,2.522716789,1,1,1,1,1,
558,122843,-0.47,-0.07,10.84,-0.16,0.11,-0.38,33.41,0.00105,0.0168,0.00115,0.00125,0.00245,0.0104,2.095985024,0.741716508,1.05041013,0.426731766,1,1,1,1,1,
559,123047,1.15,-2.51,10.65,0.05,0.39,2.05,33.41,0.0081,0.0122,0.00095,0.00105,0.0014,0.01215,1.660634996,0.151639679,1.202049809,2.087366762,1,1,1,1,1,
560,123251,0.91,-1.78,10.89,0.28,0.09,2.16,33.41,0.0012,0.00365,0.0012,0.00115,0.0015,0.00055,0.092564429,0.069923818,1.271973627,2.179931192,1,1,1,1,1,
561,123455,3.01,-1.83,10.04,0.36,-0.62,2.48,33.41,0.0105,0.00025,0.00425,0.0004,0.00355,0.0016,0.40161873,0.431926635,0.840046992,2.581549922,1,1,1,1,1,
562,123659,5.85,-0.54,10.09,-0.07,0.11,0.69,33.41,0.0142,0.00645,0.00025,0.00215,0.00365,0.00895,1.879339127,1.035662836,1.875709829,0.702210795,1,1,1,1,1,
563,123863,3.44,0.08,10.48,-0.31,-0.12,-0.89,33.41,0.01205,0.0031,0.00195,0.0012,0.00115,0.0079,0.247841836,0.645279193,1.230430635,0.95005263,1,1,1,1,1,
564,124067,2.71,1.33,10.45,-0.2,0.03,-0.58,33.41,0.00365,0.00625,0.00015,0.00055,0.00075,0.00155,0.335805123,0.153137774,1.077292862,0.614247507,1,1,1,1,1,
565,124271,2.2,0.89,9.91,-0.68,0.15,-2.46,33.41,0.00255,0.0022,0.0027,0.0024,0.0006,0.0094,1.942410468,0.687091686,0.390201176,2.556657975,1,1,1,1,1,
566,124475,-1.4,-1.51,11.12,-0.16,0.19,-1.07,33.42,0.018,0.012,0.00605,0.0026,0.0002,0.00695,1.458204517,1.118843877,1.509045053,1.098453458,1,1,1,1,1,
567,124679,0.4,-4.39,11.01,0.33,0,1.64,33.41,0.009,0.0144,0.00055,0.00245,0.00095,0.01355,0.574418324,0.55064297,2.059688023,1.672871782,1,1,1,1,1,
568,124883,3.57,-2.56,10.11,0.24,-0.35,2.01,33.4,0.01585,0.00915,0.0045,0.00045,0.00175,0.00185,0.381440755,0.836503365,1.223184658,2.054312537,1,1,1,1,1,
569,126311,0.49,-1.56,10.9,0.19,0.24,0.95,33.42,0.0154,0.005,0.00395,0.00025,0.00295,0.0053,1.056214346,0.001220223,1.221964435,0.998098192,1,1,1,1,1,
570,126515,6.05,-0.62,9.65,-0.05,-0.14,-0.01,33.42,0.0278,0.0047,0.00625,0.0012,0.0019,0.0048,0.849101547,0.384586315,1.606550749,0.148996644,1,1,1,1,1,
571,126719,2.83,-1.7,10.3,-0.37,-0.04,-0.87,33.42,0.0161,0.0054,0.00325,0.0016,0.0005,0.0043,0.797259135,0.590410033,1.016140717,0.946255779,1,1,1,1,1,
572,126923,-1.02,2.11,10.91,-0.15,-0.1,-0.04,33.42,0.01925,0.01905,0.00305,0.0011,0.0003,0.00415,0.761593926,0.342739156,1.358879872,0.184661853,1,1,1,1,1,
573,127127,-0.01,1.52,10.82,-0.08,0.06,0.04,33.41,0.00505,0.00295,0.00045,0.00035,0.0008,0.0004,0.076958557,0.23263166,1.126248212,0.107703296,1,1,1,1,1,
574,127331,2.41,-1.53,10.71,0.05,0.17,0.18,33.42,0.0121,0.01525,0.00055,0.00065,0.00055,0.0007,0.144883323,0.157663552,1.283911764,0.252586619,1,1,1,1,1,
575,127535,1.25,-0.31,10.97,-0.13,0.06,-0.01,33.42,0.0058,0.0061,0.0013,0.0009,0.00055,0.00095,0.109059618,0.038573381,1.245338383,0.143527001,1,1,1,1,1,
576,127739,1.21,-0.21,10.67,-0.1,0,-0.01,33.41,0.0002,0.0005,0.0015,0.00015,0.0003,0,0.043028245,0.30489612,0.940442263,0.100498756,1,0,1,1,1,
577,127943,1.22,-0.2,10.68,-0.1,0,-0.01,33.41,0.00005,5E-05,5E-05,0,0,0,0,0.010873936,0.951316198,0.100498756,0,0,1,1,1,
578,128147,1.23,-0.2,10.68,-0.1,0,-0.01,33.41,0.00005,0,0,0,0,0,0,0.001139335,0.952455534,0.100498756,0,0,1,1,1,
579,128351,1.22,-0.2,10.67,-0.1,0,-0.01,33.41,0.00005,0,5E-05,0,0,0,0,0.011072941,0.941382593,0.100498756,0,0,1,1,1,
580,128555,1.22,-0.2,10.68,-0.1,0,-0.01,33.41,0,0,5E-05,0,0,0,0,0.009933606,0.951316198,0.100498756,0,0,1,1,1,
581,128759,1.23,-0.19,10.68,-0.1,0,-0.01,33.42,0.00005,0.00005,0,0,0,0,0,0.00095798,0.952274178,0.100498756,0,0,1,1,1,
582,128963,1.22,-0.2,10.68,-0.1,0,-0.01,33.41,0.00005,0.00005,0,0,0,0,0,0.00095798,0.951316198,0.100498756,0,0,1,1,1,
583,129167,1.23,-0.2,10.68,-0.1,0,-0.01,33.41,0.00005,0,0,0,0,0,0,0.001139335,0.952455534,0.100498756,0,0,1,1,1,
584,129371,1.23,-0.21,10.69,-0.1,0,-0.01,33.42,0,5E-05,5E-05,0,0,0,0,0.010123154,0.962578687,0.100498756,0,0,1,1,1,
585,129575,1.23,-0.2,10.68,-0.1,0,-0.01,33.42,0,5E-05,5E-05,0,0,0,0,0.010123154,0.952455534,0.100498756,0,0,1,1,1,
586,129779,1.23,-0.21,10.68,-0.1,0,-0.01,33.41,0,5E-05,0,0,0,0,0,0.000190652,0.952646186,0.100498756,0,0,1,1,1,
587,129983,1.22,-0.2,10.67,-0.1,0,-0.01,33.42,0.00005,5E-05,5E-05,0,0,0,0,0.011263593,0.941382593,0.100498756,0,0,1,1,1,
588,130187,1.23,-0.2,10.67,-0.1,0,-0.01,33.42,0.00005,0,0,0,0,0,0,0.001140389,0.942522981,0.100498756,0,0,1,1,1,
589,130391,1.22,-0.2,10.69,-0.1,0,-0.01,33.42,0.00005,0,1E-04,0,0,0,0,0.018726946,0.961249927,0.100498756,0,0,1,1,1,
590,130595,1.22,-0.21,10.68,-0.1,0,-0.01,33.41,0,5E-05,5E-05,0,0,0,0,0.009743056,0.951506871,0.100498756,0,0,1,1,1,
591,130799,1.22,-0.2,10.66,-0.1,0,-0.01,33.41,0,5E-05,1E-04,0,0,0,0,0.020057761,0.93144911,0.100498756,0,0,1,1,1,
592,131003,1.23,-0.2,10.67,-0.1,0,-0.01,33.42,0.00005,0,5E-05,0,0,0,0,0.011073871,0.942522981,0.100498756,0,0,1,1,1,
593,131207,1.23,-0.2,10.66,-0.1,0,-0.01,33.42,0,0,5E-05,0,0,0,0,0.009932427,0.932590554,0.100498756,0,0,1,1,1,
594,131411,1.22,-0.2,10.67,-0.1,0,-0.01,33.41,0.00005,0,5E-05,0,0,0,0,0.008792039,0.941382593,0.100498756,0,0,1,1,1,
595,131615,1.22,-0.21,10.68,-0.1,0,-0.01,33.42,0,5E-05,5E-05,0,0,0,0,0.010124279,0.951506871,0.100498756,0,0,1,1,1,
596,131819,1.22,-0.2,10.69,-0.1,0,-0.01,33.4,0,5E-05,5E-05,0,0,0,0,0.009743056,0.961249927,0.100498756,0,0,1,1,1,
597,132023,1.23,-0.19,10.69,-0.1,0,-0.01,33.4,0.00005,0.00005,0,0,0,0,0,0.000957095,0.962207023,0.100498756,0,0,1,1,1,
598,132227,1.23,-0.2,10.69,-0.1,0,-0.01,33.39,0,0.00005,0,0,0,0,0,0.000181188,0.962388211,0.100498756,0,0,1,1,1,
599,132431,1.22,-0.21,10.68,-0.1,0,-0.01,33.39,0.00005,5E-05,5E-05,0,0,0,0,0.01088134,0.951506871,0.100498756,0,0,1,1,1,
600,132635,1.23,-0.21,10.69,-0.1,0,-0.01,33.39,0.00005,0,5E-05,0,0,0,0,0.011071816,0.962578687,0.100498756,0,0,1,1,1,
601,443,1.2,-0.19,10.38,-0.1,0,-0.01,33.14,0.00015,0.0001,0.00155,0,0,0,0,0.311717479,0.650861209,0.100498756,1,0,1,1,0,
602,647,1.24,-0.2,10.68,-0.1,0,-0.01,33.15,0.0002,0.00005,0.0015,0,0,0,0,0.302742838,0.953604047,0.100498756,1,0,1,1,0,
603,851,1.23,-0.2,10.7,-0.1,0,-0.01,33.16,0.00005,0,1E-04,0,0,0,0,0.018716966,0.972321013,0.100498756,0,0,1,1,0,
604,1055,1.24,-0.2,10.68,-0.1,0,-0.01,33.16,0.00005,0,1E-04,0,0,0,0,0.018716966,0.953604047,0.100498756,0,0,1,1,0,
605,1259,1.24,-0.19,10.69,-0.1,0,-0.01,33.16,0,0.00005,5E-05,0,0,0,0,0.009750449,0.963354496,0.100498756,0,0,1,1,0,
606,1463,1.24,-0.2,10.69,-0.1,0,-0.01,33.16,0,0.00005,0,0,0,0,0,0.000181169,0.963535664,0.100498756,0,0,1,1,0,
607,1667,1.24,-0.21,10.66,-0.1,0,-0.01,33.17,0,5E-05,0.00015,0,0,0,0,0.029603487,0.933932178,0.100498756,0,0,1,1,0,
608,1871,1.22,-0.21,10.67,-0.1,0,-0.01,33.17,0.0001,0,5E-05,0,0,0,0,0.007641264,0.941573442,0.100498756,0,0,1,1,0,
609,2075,1.24,-0.2,10.67,-0.1,0,-0.01,33.16,0.0001,5E-05,0,0,0,0,0,0.002099115,0.943672556,0.100498756,0,0,1,1,0,
610,2279,1.23,-0.2,10.68,-0.1,0,-0.01,33.17,0.00005,0,5E-05,0,0,0,0,0.008782977,0.952455534,0.100498756,0,0,1,1,0,
611,2483,1.22,-0.19,10.67,-0.1,0,-0.01,33.17,0.00005,0.00005,5E-05,0,0,0,0,0.011254483,0.94120105,0.100498756,0,0,1,1,0,
612,2687,1.23,-0.21,10.68,-0.1,0,-0.01,33.17,0.00005,0.0001,5E-05,0,0,0,0,0.011445136,0.952646186,0.100498756,0,0,1,1,0,
613,2891,1.24,-0.2,10.68,-0.1,0,-0.01,33.16,0.00005,5E-05,0,0,0,0,0,0.000957861,0.953604047,0.100498756,0,0,1,1,0,
