Diff_Accel_X,Diff_Accel_Y,Diff_Accel_Z,Magnitude_Accel,Magnitude_Gyro,Diff_Mag_Gyro,Diff_Mag_Accel,Is_High_Accel,Is_High_Accel_2,Is_High_Accel_3
5e-05,0.00095,0.00025,0.983287996,0.089442719,0.021462646,0.038642818,1,1,1
0.0003,0.0005,0.0,0.999115705,0.10198039,0.012537671,0.015827709,1,1,0
0.0001,0.00015,0.00025,0.944882503,0.103440804,0.001460414,0.054233202,0,0,1
0.00015,0.00065,5e-05,0.96690299,0.103923048,0.000482244,0.022020487,1,1,0
5e-05,0.0006,0.0001,0.982694468,0.081240384,0.022682664,0.015791478,1,1,0
5e-05,0.0003,0.00025,0.933410455,0.091104336,0.009863952,0.049284013,1,0,1
0.0,0.0001,0.0002,0.971819716,0.103923048,0.012818713,0.038409261,0,1,1
0.00015,0.0,0.0,0.96576054,0.087749644,0.016173405,0.006059176,0,1,0
0.0003,0.00035,0.00035,0.912226659,0.174642492,0.086892848,0.05353388,1,0,1
0.00025,0.0001,0.00025,0.950079069,0.11045361,0.064188882,0.03785241,0,0,1
0.00025,0.0003,0.0001,0.962253481,0.083066239,0.027387372,0.012174412,1,1,0
5e-05,0.00025,5e-05,0.972474182,0.090553851,0.007487613,0.0102207,0,1,0
0.0,0.0002,0.0002,1.009727101,0.090553851,0.0,0.037252919,0,1,1
0.0,5e-05,0.0,1.00926917,0.100995049,0.010441198,0.000457931,0,1,0
0.0002,0.00015,0.0003,0.944123975,0.13190906,0.03091401,0.065145195,1,0,1
0.0003,0.0009,5e-05,0.975829434,0.130384048,0.001525011,0.031705459,1,1,1
0.0,0.0002,0.00015,0.943956441,0.09486833,0.035515718,0.031872994,0,0,1
0.0001,0.0011,0.0002,0.975834074,0.103923048,0.009054719,0.031877634,1,1,1
0.0001,0.00015,5e-05,0.968871807,0.09539392,0.008529128,0.006962267,0,1,0
5e-05,0.0003,0.00015,1.002694108,0.086023253,0.009370667,0.033822301,1,1,1
0.00035,0.00035,0.0002,0.97512877,0.114455231,0.028431979,0.027565339,1,1,1
0.0003,0.0,0.00015,0.992112861,0.111803399,0.002651833,0.016984091,1,1,0
0.00015,0.0002,5e-05,0.997411727,0.084852814,0.026950585,0.005298866,0,1,0
5e-05,0.00035,5e-05,1.00828386,0.083066239,0.001786575,0.010872133,1,1,0
0.0001,0.0003,0.0003,0.950897637,0.102469508,0.019403269,0.057386223,1,0,1
5e-05,5e-05,0.0,0.953343666,0.110905365,0.008435857,0.002446029,0,0,0
