Diff_Accel_X,Diff_Accel_Y,Diff_Accel_Z,Magnitude_Accel,Magnitude_Gyro,Diff_Mag_Gyro,Diff_Mag_Accel,Is_High_Accel,Is_High_Accel_2,Is_High_Accel_3
0.00015,0.0001,0.00155,0.650861209,0.100498756,0.0,0.311717479,1,0,1
0.0002,5e-05,0.0015,0.953604047,0.100498756,0.0,0.302742838,1,0,1
5e-05,0.0,0.0001,0.972321013,0.100498756,0.0,0.018716966,0,1,0
5e-05,0.0,0.0001,0.953604047,0.100498756,0.0,0.018716966,0,0,0
0.0,5e-05,5e-05,0.963354496,0.100498756,0.0,0.009750449,0,1,0
0.0,5e-05,0.0,0.963535664,0.100498756,0.0,0.000181169,0,1,0
0.0,5e-05,0.00015,0.933932178,0.100498756,0.0,0.029603487,0,0,1
0.0001,0.0,5e-05,0.941573442,0.100498756,0.0,0.007641264,0,0,0
0.0001,5e-05,0.0,0.943672556,0.100498756,0.0,0.002099115,0,0,0
5e-05,0.0,5e-05,0.952455534,0.100498756,0.0,0.008782977,0,0,0
5e-05,5e-05,5e-05,0.94120105,0.100498756,0.0,0.011254483,0,0,0
5e-05,0.0001,5e-05,0.952646186,0.100498756,0.0,0.011445136,0,0,0
5e-05,5e-05,0.0,0.953604047,0.100498756,0.0,0.000957861,0,0,0
5e-05,0.0,0.0,0.952455534,0.100498756,0.0,0.001148514,0,0,0
0.0,5e-05,5e-05,0.962578687,0.100498756,0.0,0.010123154,0,1,0
5e-05,0.0,0.0,0.963726121,0.100498756,0.0,0.001147433,0,1,0
5e-05,5e-05,0.0,0.962388211,0.100498756,0.0,0.00133791,0,1,0
5e-05,5e-05,5e-05,0.953422711,0.100498756,0.0,0.0089655,0,0,0
0.0,5e-05,0.0,0.953604047,0.100498756,0.0,0.000181336,0,0,0
0.0001,5e-05,0.0001,0.9713741,0.100498756,0.0,0.017770053,0,1,0
5e-05,5e-05,0.00015,0.942522981,0.100498756,0.0,0.028851119,0,0,1
0.0,5e-05,0.0,0.942341458,0.100498756,0.0,0.000181523,0,0,0
0.0,5e-05,5e-05,0.952455534,0.100498756,0.0,0.010114076,0,0,0
0.0,0.0,5e-05,0.942522981,0.100498756,0.0,0.009932552,0,0,0
0.0,0.0,0.0001,0.962388211,0.100498756,0.0,0.01986523,0,1,0
0.0,0.0,5e-05,0.952455534,0.100498756,0.0,0.009932677,0,0,0
0.0,0.0,0.0,0.952455534,0.100498756,0.0,0.0,0,0,0
0.0,5e-05,0.0,0.952646186,0.100498756,0.0,0.000190652,0,0,0
5e-05,5e-05,0.0,0.951316198,0.100498756,0.0,0.001329987,0,0,0
0.0001,0.0,0.0,0.953604047,0.100498756,0.0,0.002287849,0,0,0
0.0,5e-05,5e-05,0.963726121,0.100498756,0.0,0.010122074,0,1,0
0.0,5e-05,0.0,0.963535664,0.100498756,0.0,0.000190456,0,1,0
0.0,0.0,0.0,0.963535664,0.100498756,0.0,0.0,0,1,0
5e-05,0.0,0.0,0.962388211,0.100498756,0.0,0.001147454,0,1,0
5e-05,0.0,0.0,0.963535664,0.100498756,0.0,0.001147454,0,1,0
5e-05,0.0,0.0,0.962388211,0.100498756,0.0,0.001147454,0,1,0
5e-05,0.0,5e-05,0.953604047,0.100498756,0.0,0.008784164,0,0,0
5e-05,0.0,5e-05,0.962388211,0.100498756,0.0,0.008784164,0,1,0
0.0,0.0,5e-05,0.952455534,0.100498756,0.0,0.009932677,0,0,0
0.0,0.0,0.0,0.952455534,0.100498756,0.0,0.0,0,0,0
5e-05,0.0,0.0,0.953604047,0.100498756,0.0,0.001148514,0,0,0
5e-05,5e-05,0.0,0.952646186,0.100498756,0.0,0.000957861,0,0,0
5e-05,5e-05,5e-05,0.943672556,0.100498756,0.0,0.008973629,0,0,0
5e-05,0.0,0.0,0.942522981,0.100498756,0.0,0.001149575,0,0,0
5e-05,0.0,0.0001,0.963535664,0.100498756,0.0,0.021012683,0,1,0
5e-05,0.0,5e-05,0.952455534,0.100498756,0.0,0.011080131,0,0,0
5e-05,5e-05,5e-05,0.963726121,0.100498756,0.0,0.011270587,0,1,0
5e-05,0.0,0.0001,0.94271381,0.100498756,0.0,0.021012311,0,0,0
5e-05,0.0001,0.0,0.943491053,0.100498756,0.0,0.000777243,0,0,0
0.0,0.0001,0.0001,0.963726121,0.100498756,0.0,0.020235068,0,1,0
0.0,5e-05,0.0,0.963535664,0.100498756,0.0,0.000190456,0,1,0
5e-05,0.0,5e-05,0.972321013,0.100498756,0.0,0.008785348,0,1,0
5e-05,0.0,0.0001,0.953604047,0.100498756,0.0,0.018716966,0,0,0
0.0001,0.0,5e-05,0.941382593,0.100498756,0.0,0.012221454,0,0,0
5e-05,5e-05,0.0001,0.962578687,0.100498756,0.0,0.021196095,0,1,0
5e-05,0.0001,5e-05,0.953422711,0.100498756,0.0,0.009155976,0,0,0
5e-05,5e-05,0.0,0.952455534,0.100498756,0.0,0.000967177,0,0,0
0.0,5e-05,0.0,0.952646186,0.100498756,0.0,0.000190652,0,0,0
0.0,0.0001,0.0,0.952274178,0.100498756,0.0,0.000372008,0,0,0
0.0,0.0,0.0,0.952274178,0.100498756,0.0,0.0,0,0,0
0.0,5e-05,0.0,0.952455534,0.100498756,0.0,0.000181355,0,0,0
5e-05,0.0,5e-05,0.943672556,0.100498756,0.0,0.008782977,0,0,0
5e-05,0.0,0.0001,0.962388211,0.100498756,0.0,0.018715654,0,1,0
0.0,5e-05,5e-05,0.952274178,0.100498756,0.0,0.010114033,0,0,0
0.0,5e-05,5e-05,0.942522981,0.100498756,0.0,0.009751197,0,0,0
0.0,5e-05,5e-05,0.952646186,0.100498756,0.0,0.010123205,0,0,0
5e-05,5e-05,5e-05,0.963535664,0.100498756,0.0,0.010889479,0,1,0
5e-05,0.0,5e-05,0.952455534,0.100498756,0.0,0.011080131,0,0,0
0.0,0.0,0.0,0.952455534,0.100498756,0.0,0.0,0,0,0
5e-05,0.0,0.0,0.953604047,0.100498756,0.0,0.001148514,0,0,0
